iter	RMSE
413	278.9905144
414	278.9428495
415	278.8808197
416	278.8349209
417	278.7670659
418	278.6678341
419	278.5903978
420	278.5144828
421	278.4424286
422	278.4158604
423	278.3376918
424	278.2619188
425	278.1735492
426	278.1071827
427	278.0440715
428	277.9878907
429	277.9262628
430	277.8668292
431	277.7373439
432	277.6612488
433	277.6306382
434	277.5832304
435	277.5185397
436	277.4230435
437	277.354292
438	277.2919319
439	277.2233663
440	277.1565039
441	277.0892165
442	277.0548434
443	276.9320095
444	276.8446227
445	276.7702988
446	276.7186667
447	276.6255031
448	276.5445697
449	276.5003903
450	276.4805059
451	276.4602674
452	276.4097565
453	276.3495824
454	276.2955895
455	276.2364483
456	276.184595
457	276.1033832
458	276.0426435
459	275.9843652
460	275.912531
461	275.8935226
462	275.7855822
463	275.7261104
464	275.6834467
465	275.6337104
466	275.5673831
467	275.4506544
468	275.3926284
469	275.3399733
470	275.2924692
471	275.2196243
472	275.1526341
473	275.0924372
474	275.0313173
475	274.9733724
476	274.8663589
477	274.8179497
478	274.7810881
479	274.7319166
480	274.6643133
481	274.6170894
482	274.5161878
483	274.4231501
484	274.3157749
485	274.2570173
486	274.223597
487	274.1863775
488	274.1282766
489	274.0624587
490	273.9917212
491	273.9400368
492	273.8882748
493	273.8251585
494	273.772583
495	273.6928172
496	273.6520516
497	273.6253136
498	273.5794621
499	273.5064987
500	273.4546638
501	273.4134405
502	273.3640877
503	273.2664652
504	273.20398
505	273.1051406
506	273.033983
507	272.983763
508	272.9565842
509	272.909649
510	272.8753008
511	272.8033799
512	272.7569431
513	272.717822
514	272.6575307
515	272.6225931
516	272.5822168
517	272.4725565
518	272.4466324
519	272.3983799
520	272.3429223
521	272.2888531
522	272.2270253
523	272.2076505
524	272.1118309
525	272.0630235
526	272.0069689
527	271.9463778
528	271.8508442
529	271.8042334
530	271.742178
531	271.6472958
532	271.6041833
533	271.5507446
534	271.4925393
535	271.4680973
536	271.4426169
537	271.3683701
538	271.2685286
539	271.1815087
540	271.1483004
541	271.0848914
542	270.9897587
543	270.9462058
544	270.9053744
545	270.8046338
546	270.7442485
547	270.7230028
548	270.6339302
549	270.5484266
550	270.4910732
551	270.4350345
552	270.3850084
553	270.341236
554	270.2877653
555	270.245409
556	270.199343
557	270.1301244
558	270.089737
559	270.0582079
560	269.977763
561	269.9003057
562	269.8512096
563	269.7941357
564	269.756429
565	269.6569892
566	269.6380779
567	269.5536994
568	269.4725797
569	269.4334582
570	269.3928308
571	269.3428709
572	269.2686429
573	269.2503299
574	269.1867558
575	269.1128516
576	269.0619564
577	268.9982705
578	268.9211253
579	268.8851616
580	268.812242
581	268.7785473
582	268.7239304
583	268.6878367
584	268.6197689
585	268.5687234
586	268.5484903
587	268.475225
588	268.4502311
589	268.3711676
590	268.3000543
591	268.2823419
592	268.2467612
593	268.1820719
594	268.1461729
595	268.1049787
596	268.0757807
597	268.016379
598	267.9529362
599	267.9157089
600	267.8734618
601	267.7910713
602	267.7485343
603	267.7063119
604	267.617139
605	267.5701561
606	267.5312138
607	267.5113736
608	267.443933
609	267.40363
610	267.3270415
611	267.2989838
612	267.2667613
613	267.1956017
614	267.1486759
615	267.0864909
616	267.0675446
617	267.0534178
618	267.0129389
619	266.9709964
620	266.9335182
621	266.8946223
622	266.8464451
623	266.8006445
624	266.7882964
625	266.7537499
626	266.7146087
627	266.6469627
628	266.6068495
629	266.5736413
630	266.504718
631	266.4375365
632	266.393915
633	266.3282748
634	266.2899885
635	266.2188602
636	266.1529602
637	266.1145057
638	266.0556655
639	266.0256647
640	265.997995
641	265.935183
642	265.8609075
643	265.7945868
644	265.7788335
645	265.7165928
646	265.6631246
647	265.6317217
648	265.5948271
649	265.5520296
650	265.4941879
651	265.4441367
652	265.4071322
653	265.3478141
654	265.3149434
655	265.2762767
656	265.2327182
657	265.1963465
658	265.1346777
659	265.0758766
660	265.0380004
661	265.0054174
662	264.956878
663	264.9285861
664	264.8871048
665	264.8329107
666	264.8053929
667	264.7308789
668	264.6652993
669	264.6275917
670	264.5925702
671	264.5529258
672	264.5243119
673	264.5090696
674	264.4648827
675	264.4359596
676	264.3526085
677	264.3142033
678	264.2790884
679	264.2527806
680	264.2128131
681	264.1930231
682	264.1634304
683	264.1166028
684	264.069021
685	264.002126
686	263.9366068
687	263.8701536
688	263.8383976
689	263.8143522
690	263.7439419
691	263.7081772
692	263.6640494
693	263.6080967
694	263.5414731
695	263.5035647
696	263.4576849
697	263.4309507
698	263.4152031
699	263.3864023
700	263.3719544
701	263.3112878
702	263.2955738
703	263.2578145
704	263.196583
705	263.1593572
706	263.0948329
707	263.035908
708	262.9934914
709	262.9575395
710	262.9047351
711	262.8412172
712	262.8045833
713	262.7670996
714	262.7157266
715	262.6692165
716	262.6423796
717	262.6274175
718	262.5749091
719	262.5283006
720	262.4969831
721	262.4658624
722	262.4419705
723	262.3945397
724	262.3602854
725	262.3382087
726	262.3070069
727	262.2651247
728	262.2248393
729	262.1930034
730	262.1386657
731	262.1080749
732	262.0552983
733	262.0261313
734	261.9933097
735	261.9482565
736	261.9150744
737	261.8664456
738	261.8413175
739	261.7994724
740	261.7347324
741	261.6889488
742	261.6580577
743	261.6268479
744	261.5928582
745	261.5453346
746	261.5160562
747	261.5017681
748	261.4680113
749	261.4289961
750	261.4074172
751	261.3795747
752	261.3552053
753	261.3286742
754	261.2954147
755	261.265922
756	261.2271983
757	261.1761473
758	261.1461252
759	261.1186299
760	261.0646821
761	261.0415464
762	261.0134163
763	260.9783549
764	260.9526206
765	260.928885
766	260.8777374
767	260.839527
768	260.8053711
769	260.7575168
770	260.7281254
771	260.7033498
772	260.6631042
773	260.6333185
774	260.6053752
775	260.5466097
776	260.4975661
777	260.4853194
778	260.4578028
779	260.4019926
780	260.366142
781	260.3356926
782	260.3086236
783	260.2663377
784	260.2390033
785	260.1960316
786	260.1639982
787	260.1445456
788	260.1181948
789	260.0954637
790	260.0505664
791	259.9926363
792	259.9608781
793	259.9417826
794	259.911742
795	259.8797446
796	259.8355822
797	259.8045708
798	259.7421318
799	259.7142558
800	259.6683086
801	259.6432214
802	259.6136412
803	259.5634933
804	259.5384152
805	259.5107964
806	259.4905675
807	259.4655407
808	259.4424171
809	259.3923607
810	259.3721405
811	259.3525351
812	259.3148181
813	259.2733288
814	259.2479747
815	259.2229618
816	259.1809381
817	259.1379267
818	259.1028495
819	259.0622088
820	259.023498
821	258.9729452
822	258.9488958
823	258.9097818
824	258.8896733
825	258.8589599
826	258.8337312
827	258.8122089
828	258.7594497
829	258.7045678
830	258.6775072
831	258.6271131
832	258.5849683
833	258.5570855
834	258.529355
835	258.5058297
836	258.4626276
837	258.4313262
838	258.3992595
839	258.3758427
840	258.3533385
841	258.3041734
842	258.2672216
843	258.2300707
844	258.2043109
845	258.1819516
846	258.163756
847	258.1215848
848	258.0970946
849	258.0691571
850	258.0465992
851	258.0123118
852	257.9792152
853	257.9510911
854	257.9249215
855	257.9035574
856	257.8793743
857	257.8549846
858	257.804022
859	257.7622654
860	257.725245
861	257.6867254
862	257.663119
863	257.6435114
864	257.6248791
865	257.5993285
866	257.5426602
867	257.5281332
868	257.4792451
869	257.4376789
870	257.418049
871	257.3791753
872	257.3413393
873	257.2909305
874	257.250736
875	257.2110976
876	257.1857377
877	257.1592298
878	257.1293379
879	257.0949849
880	257.0582436
881	257.0153424
882	256.9705858
883	256.9369513
884	256.9080455
885	256.8874373
886	256.8643891
887	256.8402411
888	256.8077614
889	256.7870889
890	256.7423413
891	256.7154466
892	256.6774818
893	256.6573419
894	256.6327471
895	256.5884356
896	256.571214
897	256.5320421
898	256.4869013
899	256.4627878
900	256.4294382
901	256.4149896
902	256.3765402
903	256.3313736
904	256.3065581
905	256.2595585
906	256.2211636
907	256.1990992
908	256.1658757
909	256.1316517
910	256.1124299
911	256.0847751
912	256.0601575
913	256.0381386
914	256.0169218
915	255.9936848
916	255.9749557
917	255.9503418
918	255.9262004
919	255.8834486
920	255.8550707
921	255.8235597
922	255.8061647
923	255.7836182
924	255.7523425
925	255.7158054
926	255.6936996
927	255.6670143
928	255.6466833
929	255.6181226
930	255.6050925
931	255.5825681
932	255.5468155
933	255.5264206
934	255.5080798
935	255.4853436
936	255.4632477
937	255.4219549
938	255.3850378
939	255.3582677
940	255.3325131
941	255.2973029
942	255.2614369
943	255.2216655
944	255.2035448
945	255.171403
946	255.1505856
947	255.1089205
948	255.0898827
949	255.0475072
950	255.0319423
951	254.9907548
952	254.9557951
953	254.914493
954	254.8831512
955	254.8468799
956	254.821067
957	254.7979464
958	254.7835527
959	254.7615528
960	254.7262242
961	254.7112859
962	254.6742579
963	254.6536559
964	254.6302856
965	254.5998463
966	254.5835331
967	254.5420234
968	254.5195897
969	254.481814
970	254.4583672
971	254.4320962
972	254.4122339
973	254.3910228
974	254.3704477
975	254.3462514
976	254.3242447
977	254.3010714
978	254.2848295
979	254.2624831
980	254.2324799
981	254.2016743
982	254.173232
983	254.1394798
984	254.1120244
985	254.0911873
986	254.052081
987	254.0349878
988	254.0094373
989	253.9847085
990	253.9542149
991	253.9255926
992	253.8998023
993	253.8805421
994	253.847674
995	253.8240859
996	253.8092221
997	253.7997408
998	253.7596036
999	253.7202419
1000	253.6864383
1001	253.6685951
1002	253.6475509
1003	253.6358398
1004	253.6006455
1005	253.5667981
1006	253.5434282
1007	253.5155931
1008	253.4771483
1009	253.4597625
1010	253.4373683
1011	253.4197519
1012	253.3974271
1013	253.3762135
1014	253.3527587
1015	253.3323679
1016	253.3169997
1017	253.2814386
1018	253.2428683
1019	253.2225817
1020	253.200628
1021	253.1873292
1022	253.1553483
1023	253.1227802
1024	253.1042746
1025	253.0766968
1026	253.05452
1027	253.042374
1028	253.0228272
1029	252.994943
1030	252.9760826
1031	252.9442372
1032	252.9276053
1033	252.8813104
1034	252.8420802
1035	252.8237768
1036	252.7880457
1037	252.7527721
1038	252.7422201
1039	252.7129984
1040	252.6836316
1041	252.6612101
1042	252.6414265
1043	252.632354
1044	252.5942864
1045	252.5736785
1046	252.5536941
1047	252.5318671
1048	252.5146634
1049	252.488996
1050	252.4551901
1051	252.4225554
1052	252.3998946
1053	252.3757138
1054	252.3471152
1055	252.3349381
1056	252.3089091
1057	252.2939027
1058	252.2730165
1059	252.2550658
1060	252.2314762
1061	252.2112855
1062	252.1838835
1063	252.1646345
1064	252.1380739
1065	252.1145165
1066	252.0868797
1067	252.0513837
1068	252.0285957
1069	252.0030259
1070	251.9804927
1071	251.9703878
1072	251.9546569
1073	251.9209079
1074	251.8889449
1075	251.8619104
1076	251.8289507
1077	251.8095587
1078	251.7877872
1079	251.7721637
1080	251.7495614
1081	251.7230596
1082	251.7008041
1083	251.6764671
1084	251.6481028
1085	251.6365821
1086	251.6234389
1087	251.6018306
1088	251.5790964
1089	251.5609104
1090	251.5336497
1091	251.5023223
1092	251.4765096
1093	251.4498755
1094	251.4287525
1095	251.4094984
1096	251.3787776
1097	251.3552223
1098	251.3329134
1099	251.3154881
1100	251.2970214
1101	251.2780925
1102	251.247462
1103	251.2335608
1104	251.2095084
1105	251.178786
1106	251.1451118
1107	251.1123363
1108	251.081094
1109	251.0676743
1110	251.0452285
1111	251.0112217
1112	250.9944497
1113	250.9826541
1114	250.956683
1115	250.9357017
1116	250.9099368
1117	250.8888495
1118	250.8737116
1119	250.8533391
1120	250.8277695
1121	250.8012394
1122	250.7756099
1123	250.7648916
1124	250.7488428
1125	250.7286395
1126	250.7159838
1127	250.6899942
1128	250.6793832
1129	250.6561925
1130	250.6363291
1131	250.6278551
1132	250.6050747
1133	250.5864542
1134	250.5611626
1135	250.5236768
1136	250.5073924
1137	250.4873005
1138	250.4671346
1139	250.4389529
1140	250.4084394
1141	250.3924339
1142	250.3779309
1143	250.3501277
1144	250.3251971
1145	250.3018571
1146	250.2789768
1147	250.2615471
1148	250.2443788
1149	250.2253343
1150	250.1997863
1151	250.1752557
1152	250.1568781
1153	250.1366391
1154	250.1085913
1155	250.0784423
1156	250.0518151
1157	250.0326056
1158	250.0175942
1159	249.9929642
1160	249.9655368
1161	249.9451625
1162	249.9274546
1163	249.9039554
1164	249.8828743
1165	249.8616469
1166	249.851444
1167	249.8240587
1168	249.8009704
1169	249.7802051
1170	249.7592183
1171	249.7400615
1172	249.7274449
1173	249.7064727
1174	249.684131
1175	249.6385009
1176	249.6259868
1177	249.6042077
1178	249.5838605
1179	249.5523612
1180	249.532516
1181	249.5168875
1182	249.4962885
1183	249.475506
1184	249.4629988
1185	249.4450058
1186	249.4181426
1187	249.3873296
1188	249.3614906
1189	249.3438226
1190	249.3272313
1191	249.3068992
1192	249.2977412
1193	249.2830033
1194	249.2568287
1195	249.2338157
1196	249.213465
1197	249.1916859
1198	249.1694958
1199	249.1421938
1200	249.110293
1201	249.0928749
1202	249.0744678
1203	249.0669946
1204	249.0455141
1205	249.0186042
1206	248.9993373
1207	248.9792468
1208	248.9593389
1209	248.9328204
1210	248.9062113
1211	248.8916909
1212	248.8616759
1213	248.855073
1214	248.8374384
1215	248.8190768
1216	248.8039774
1217	248.7951373
1218	248.7728567
1219	248.7434813
1220	248.7206492
1221	248.698743
1222	248.6601792
1223	248.6386112
1224	248.6219905
1225	248.5971887
1226	248.5773971
1227	248.56044
1228	248.5431291
1229	248.5182107
1230	248.5014745
1231	248.4828739
1232	248.4601806
1233	248.4373657
1234	248.416241
1235	248.3879853
1236	248.369745
1237	248.3504158
1238	248.3304195
1239	248.303141
1240	248.2597679
1241	248.2385161
1242	248.2269656
1243	248.2061798
1244	248.1875315
1245	248.1708538
1246	248.1595258
1247	248.1335137
1248	248.1250534
1249	248.1077081
1250	248.0998386
1251	248.0730907
1252	248.0678109
1253	248.0473626
1254	248.0355177
1255	248.0163945
1256	248.0027105
1257	247.9856896
1258	247.9687515
1259	247.9491713
1260	247.9140329
1261	247.9032175
1262	247.8983144
1263	247.8783488
1264	247.8617593
1265	247.8351422
1266	247.8084208
1267	247.7841292
1268	247.7639716
1269	247.7571764
1270	247.7408026
1271	247.733573
1272	247.7189636
1273	247.7021335
1274	247.6822793
1275	247.66547
1276	247.6485643
1277	247.6358335
1278	247.6117739
1279	247.5890353
1280	247.5722537
1281	247.5510267
1282	247.5276062
1283	247.5150564
1284	247.498545
1285	247.4807587
1286	247.4672569
1287	247.4608582
1288	247.4395387
1289	247.4157443
1290	247.3981191
1291	247.3786936
1292	247.3714229
1293	247.3540238
1294	247.3348881
1295	247.2996954
1296	247.2853855
1297	247.2631068
1298	247.2476085
1299	247.2333635
1300	247.2208062
1301	247.2053077
1302	247.1865613
1303	247.1729235
1304	247.1545485
1305	247.1353317
1306	247.1106908
1307	247.0887136
1308	247.0766286
1309	247.0630678
1310	247.0474645
1311	247.029124
1312	247.0036639
1313	246.9525186
1314	246.9317551
1315	246.9067333
1316	246.8934155
1317	246.8799586
1318	246.8640207
1319	246.841697
1320	246.8229374
1321	246.8049719
1322	246.7868132
1323	246.7703578
1324	246.7400035
1325	246.7180269
1326	246.6993951
1327	246.6869853
1328	246.6699114
1329	246.6537994
1330	246.6333762
1331	246.6170507
1332	246.5800206
1333	246.5615005
1334	246.5378342
1335	246.5153685
1336	246.4933585
1337	246.4762407
1338	246.4594108
1339	246.4338791
1340	246.4186483
1341	246.3892602
1342	246.3694459
1343	246.3460549
1344	246.3276953
1345	246.306132
1346	246.2923246
1347	246.273361
1348	246.2506084
1349	246.2282664
1350	246.2127904
1351	246.1938311
1352	246.1827716
1353	246.1755899
1354	246.1580823
1355	246.1304347
1356	246.1173529
1357	246.0964949
1358	246.0699682
1359	246.0654749
1360	246.0465971
1361	246.0296544
1362	246.012516
1363	245.9969005
1364	245.980705
1365	245.9644518
1366	245.9444703
1367	245.9186438
1368	245.9025617
1369	245.8826238
1370	245.8613869
1371	245.8424242
1372	245.8354949
1373	245.8210663
1374	245.80622
1375	245.7871137
1376	245.7616218
1377	245.743764
1378	245.7260207
1379	245.7026122
1380	245.6834664
1381	245.6701259
1382	245.6561336
1383	245.6311993
1384	245.6268857
1385	245.6134897
1386	245.5990674
1387	245.5824515
1388	245.5583115
1389	245.543025
1390	245.5234452
1391	245.4972795
1392	245.4694266
1393	245.4477176
1394	245.4296105
1395	245.4190556
1396	245.3988801
1397	245.394356
1398	245.3737919
1399	245.3446278
1400	245.3250556
1401	245.3000816
1402	245.2898789
1403	245.2707754
1404	245.2487972
1405	245.2007393
1406	245.1773691
1407	245.1570837
1408	245.1393993
1409	245.1180278
1410	245.1006527
1411	245.0927229
1412	245.0725523
1413	245.05287
1414	245.0366381
1415	245.0186163
1416	245.0037339
1417	244.9942236
1418	244.9870957
1419	244.9538355
1420	244.9392919
1421	244.9097004
1422	244.8934403
1423	244.8754084
1424	244.8630639
1425	244.838358
1426	244.8120608
1427	244.7918374
1428	244.7628331
1429	244.7431649
1430	244.7184204
1431	244.6993245
1432	244.6717801
1433	244.6483748
1434	244.631465
1435	244.6199429
1436	244.5973403
1437	244.5819179
1438	244.565055
1439	244.5552569
1440	244.5390134
1441	244.5195464
1442	244.4950385
1443	244.4773879
1444	244.4576434
1445	244.4417527
1446	244.4177744
1447	244.4052825
1448	244.3860448
1449	244.3665064
1450	244.3490658
1451	244.3298529
1452	244.3081819
1453	244.2895345
1454	244.2679379
1455	244.2490409
1456	244.2354388
1457	244.2197954
1458	244.2037199
1459	244.182513
1460	244.1649136
1461	244.1609446
1462	244.1437767
1463	244.1267151
1464	244.1016923
1465	244.0884087
1466	244.0662139
1467	244.0532148
1468	244.0298855
1469	244.0071885
1470	243.988581
1471	243.9787157
1472	243.964025
1473	243.9375068
1474	243.9214198
1475	243.9173196
1476	243.9128993
1477	243.8992949
1478	243.866749
1479	243.8429803
1480	243.8240093
1481	243.8056855
1482	243.7841776
1483	243.7661553
1484	243.7484306
1485	243.7309975
1486	243.7131871
1487	243.6952636
1488	243.6816362
1489	243.6643995
1490	243.6444658
1491	243.6402584
1492	243.6242974
1493	243.6102709
1494	243.5901831
1495	243.5529641
1496	243.533149
1497	243.5174722
1498	243.4949479
1499	243.4759718
1500	243.4701037
1501	243.4575865
1502	243.4352732
1503	243.4215289
1504	243.3996547
1505	243.385729
1506	243.3654189
1507	243.3513251
1508	243.3375118
1509	243.3262624
1510	243.3138483
1511	243.2978151
1512	243.2634317
1513	243.2485983
1514	243.2397198
1515	243.2199604
1516	243.2043252
1517	243.1906704
1518	243.1855752
1519	243.1728887
1520	243.1557037
1521	243.135511
1522	243.1183626
1523	243.1050142
1524	243.0903881
1525	243.0652163
1526	243.0524815
1527	243.0394158
1528	243.0354855
1529	243.030708
1530	243.0157859
1531	243.0012419
1532	242.9798074
1533	242.9520361
1534	242.9338509
1535	242.9179236
1536	242.907096
1537	242.8782649
1538	242.8744825
1539	242.8620547
1540	242.8429949
1541	242.8310296
1542	242.8013993
1543	242.7836579
1544	242.7628245
1545	242.7283489
1546	242.7142941
1547	242.7017403
1548	242.6896413
1549	242.6742827
1550	242.6598683
1551	242.6490764
1552	242.6340423
1553	242.618858
1554	242.6061235
1555	242.5869972
1556	242.5659453
1557	242.5518854
1558	242.5339588
1559	242.5176852
1560	242.5022439
1561	242.4900662
1562	242.473634
1563	242.451918
1564	242.432284
1565	242.3791315
1566	242.3676598
1567	242.3475976
1568	242.3333039
1569	242.3183748
1570	242.2876122
1571	242.2671715
1572	242.2500131
1573	242.2339328
1574	242.2171863
1575	242.2007128
1576	242.185852
1577	242.1696454
1578	242.1555697
1579	242.1399504
1580	242.1214953
1581	242.1027786
1582	242.0888633
1583	242.0709294
1584	242.0588361
1585	242.0491194
1586	242.0340823
1587	242.0197033
1588	242.0161384
1589	241.9971868
1590	241.9926802
1591	241.9685885
1592	241.942067
1593	241.9313109
1594	241.9131316
1595	241.8900688
1596	241.870765
1597	241.8486824
1598	241.8295482
1599	241.8177704
1600	241.8017933
1601	241.7967815
1602	241.787736
1603	241.7453073
1604	241.7286847
1605	241.7099072
1606	241.6920135
1607	241.6753975
1608	241.6488517
1609	241.6353714
1610	241.6185104
1611	241.6043362
1612	241.5903339
1613	241.571605
1614	241.5556706
1615	241.5372771
1616	241.5205977
1617	241.5172762
1618	241.5056357
1619	241.4888949
1620	241.4732744
1621	241.468285
1622	241.4510958
1623	241.4408827
1624	241.4234859
1625	241.3828622
1626	241.3637387
1627	241.3484611
1628	241.3300017
1629	241.3107101
1630	241.2819955
1631	241.2655516
1632	241.2549614
1633	241.2338799
1634	241.2182546
1635	241.2065293
1636	241.1885052
1637	241.1671329
1638	241.1484732
1639	241.1332479
1640	241.1182671
1641	241.1071984
1642	241.0943911
1643	241.0796419
1644	241.0622528
1645	241.0514861
1646	241.0383137
1647	241.0242845
1648	241.0020382
1649	240.9883308
1650	240.9682221
1651	240.9512
1652	240.93214
1653	240.911525
1654	240.861836
1655	240.8496347
1656	240.8361399
1657	240.8254686
1658	240.8111609
1659	240.7932006
1660	240.7883707
1661	240.7794304
1662	240.7739645
1663	240.7601004
1664	240.7459668
1665	240.7301551
1666	240.7115228
1667	240.7074225
1668	240.6901369
1669	240.6612808
1670	240.6430762
1671	240.6312385
1672	240.6195002
1673	240.6059498
1674	240.5940238
1675	240.5730631
1676	240.5590799
1677	240.5445352
1678	240.5276875
1679	240.5098548
1680	240.5046475
