iter	RMSE
1681	240.4893786
1682	240.4713013
1683	240.4546032
1684	240.4368515
1685	240.4238966
1686	240.3983168
1687	240.3929668
1688	240.3751652
1689	240.362709
1690	240.3470872
1691	240.3297415
1692	240.3160302
1693	240.297588
1694	240.2809403
1695	240.255187
1696	240.2364167
1697	240.2227287
1698	240.2023096
1699	240.1880879
1700	240.1709004
1701	240.154065
1702	240.1386208
1703	240.1228553
1704	240.1114973
1705	240.0636943
1706	240.038696
1707	240.0206313
1708	240.0073582
1709	239.990276
1710	239.9758658
1711	239.9668671
1712	239.9564523
1713	239.9433921
1714	239.9317693
1715	239.9193918
1716	239.9053781
1717	239.8925509
1718	239.8767938
1719	239.8632389
1720	239.8531249
1721	239.8485006
1722	239.8289257
1723	239.8160643
1724	239.8008141
1725	239.7838046
1726	239.7691996
1727	239.759688
1728	239.7471047
1729	239.7337001
1730	239.7164973
1731	239.7033039
1732	239.6760371
1733	239.6574979
1734	239.6454218
1735	239.6348237
1736	239.6182637
1737	239.6063689
1738	239.5967982
1739	239.5822131
1740	239.5527231
1741	239.5418268
1742	239.4975513
1743	239.4800657
1744	239.4676003
1745	239.4623777
1746	239.444604
1747	239.4323682
1748	239.4249151
1749	239.4064896
1750	239.3925602
1751	239.3762752
1752	239.3671136
1753	239.3544287
1754	239.3401459
1755	239.3368781
1756	239.3232284
1757	239.3097586
1758	239.2936754
1759	239.2728372
1760	239.2550132
1761	239.2434327
1762	239.2310409
1763	239.216731
1764	239.2030946
1765	239.1866126
1766	239.1743005
1767	239.1529783
1768	239.1389425
1769	239.121503
1770	239.0963273
1771	239.0802151
1772	239.0643621
1773	239.0502825
1774	239.0388172
1775	239.0267642
1776	239.0115114
1777	238.9951284
1778	238.991839
1779	238.9788402
1780	238.9676811
1781	238.9516419
1782	238.9482153
1783	238.9377157
1784	238.9166084
1785	238.9023535
1786	238.8896872
1787	238.8710985
1788	238.8569928
1789	238.8412373
1790	238.8237899
1791	238.8200983
1792	238.8087288
1793	238.7975689
1794	238.7853621
1795	238.7733474
1796	238.7605272
1797	238.7451074
1798	238.7346889
1799	238.7216654
1800	238.7098514
1801	238.6937376
1802	238.6818425
1803	238.6692747
1804	238.6558026
1805	238.6429124
1806	238.6305149
1807	238.6199681
1808	238.6044672
1809	238.579369
1810	238.5619259
1811	238.548715
1812	238.5369495
1813	238.529658
1814	238.5119168
1815	238.4940155
1816	238.4824215
1817	238.470449
1818	238.4583595
1819	238.4466415
1820	238.4138899
1821	238.3978481
1822	238.3798542
1823	238.3694205
1824	238.3540361
1825	238.3444998
1826	238.3301302
1827	238.312629
1828	238.3006663
1829	238.2867109
1830	238.2765778
1831	238.2629852
1832	238.2458041
1833	238.230729
1834	238.2158774
1835	238.199864
1836	238.1886494
1837	238.1734991
1838	238.1602455
1839	238.1541655
1840	238.1392497
1841	238.1247528
1842	238.1166466
1843	238.1041563
1844	238.0958383
1845	238.0839569
1846	238.0693385
1847	238.0534953
1848	238.0409746
1849	238.0308795
1850	238.0152636
1851	238.0033016
1852	237.9627098
1853	237.9512419
1854	237.940229
1855	237.9163052
1856	237.904792
1857	237.8900402
1858	237.8778051
1859	237.8669611
1860	237.8553786
1861	237.820423
1862	237.8120444
1863	237.7974321
1864	237.7736848
1865	237.7599778
1866	237.7478137
1867	237.7323637
1868	237.7145234
1869	237.7048288
1870	237.6773202
1871	237.6658183
1872	237.6494035
1873	237.6344262
1874	237.6238132
1875	237.6146577
1876	237.5891633
1877	237.5661321
1878	237.5481609
1879	237.5373309
1880	237.5275844
1881	237.5132512
1882	237.5023412
1883	237.4881345
1884	237.47387
1885	237.4679871
1886	237.4512613
1887	237.4399815
1888	237.4368087
1889	237.4217335
1890	237.407349
1891	237.3911275
1892	237.3812669
1893	237.3687304
1894	237.3634837
1895	237.3532126
1896	237.3468094
1897	237.3354902
1898	237.312405
1899	237.2992269
1900	237.2906485
1901	237.2642129
1902	237.2530097
1903	237.2381405
1904	237.2283771
1905	237.2148588
1906	237.2060187
1907	237.1916408
1908	237.1783909
1909	237.1632599
1910	237.151895
1911	237.1246016
1912	237.1125622
1913	237.0986804
1914	237.0851902
1915	237.0722046
1916	237.0517795
1917	237.0117936
1918	237.0033179
1919	237.0003604
1920	236.991648
1921	236.9776953
1922	236.9640647
1923	236.9538595
1924	236.9510345
1925	236.9377617
1926	236.9262524
1927	236.9116335
1928	236.8974842
1929	236.8862277
1930	236.8788184
1931	236.8678792
1932	236.8533859
1933	236.8457418
1934	236.8415197
1935	236.8310391
1936	236.8193193
1937	236.8064529
1938	236.7954147
1939	236.7816043
1940	236.7687581
1941	236.7555989
1942	236.7371066
1943	236.7149778
1944	236.7099595
1945	236.6993829
1946	236.6905853
1947	236.6773802
1948	236.6735155
1949	236.6595562
1950	236.6445079
1951	236.6416098
1952	236.6322052
1953	236.6212022
1954	236.6178172
1955	236.6028601
1956	236.590404
1957	236.5774998
1958	236.5696686
1959	236.5582099
1960	236.5467602
1961	236.5383945
1962	236.5254018
1963	236.5072946
1964	236.4924225
1965	236.4783554
1966	236.4675308
1967	236.4477861
1968	236.4361474
1969	236.4329222
1970	236.4096126
1971	236.3977464
1972	236.3880226
1973	236.3738703
1974	236.3707953
1975	236.3594023
1976	236.3507131
1977	236.3403695
1978	236.3374841
1979	236.3232504
1980	236.3184975
1981	236.3042959
1982	236.2958433
1983	236.2809864
1984	236.2658683
1985	236.2583476
1986	236.2561607
1987	236.246036
1988	236.2356305
1989	236.2275197
1990	236.218597
1991	236.2053133
1992	236.1967161
1993	236.1826143
1994	236.1716344
1995	236.1625566
1996	236.1224703
1997	236.1106213
1998	236.0945907
1999	236.0824126
2000	236.0686187
2001	236.0545731
2002	236.0329294
2003	236.0202299
2004	235.9939953
2005	235.9808164
2006	235.9347484
2007	235.9223287
2008	235.9106044
2009	235.8740244
2010	235.8568217
2011	235.8440584
2012	235.8268659
2013	235.8186668
2014	235.8127962
2015	235.800597
2016	235.7874023
2017	235.7741196
2018	235.7641871
2019	235.750925
2020	235.7315142
2021	235.7188688
2022	235.7051578
2023	235.6909507
2024	235.6779647
2025	235.667129
2026	235.6528343
2027	235.640835
2028	235.6287825
2029	235.6128061
2030	235.5997775
2031	235.5816319
2032	235.5672277
2033	235.5546487
2034	235.5457269
2035	235.5345501
2036	235.5253526
2037	235.5131019
2038	235.4937301
2039	235.4835335
2040	235.4760239
2041	235.462983
2042	235.4506544
2043	235.4409778
2044	235.4268912
2045	235.4140727
2046	235.392856
2047	235.3849153
2048	235.3771732
2049	235.3697986
2050	235.3629206
2051	235.3522863
2052	235.3431463
2053	235.3267932
2054	235.314789
2055	235.3053098
2056	235.2931516
2057	235.2766987
2058	235.2602866
2059	235.2446626
2060	235.2383952
2061	235.2290474
2062	235.2169619
2063	235.2082824
2064	235.1979183
2065	235.1863201
2066	235.1780084
2067	235.1497568
2068	235.1347027
2069	235.1194751
2070	235.1109257
2071	235.1018913
2072	235.0911713
2073	235.0695674
2074	235.0256526
2075	235.0181132
2076	235.0092122
2077	234.9926754
2078	234.9844958
2079	234.9699734
2080	234.957361
2081	234.9431691
2082	234.930091
2083	234.9192968
2084	234.9107379
2085	234.8995936
2086	234.8968402
2087	234.8756116
2088	234.8676027
2089	234.8549695
2090	234.8405289
2091	234.8383261
2092	234.827664
2093	234.8133194
2094	234.8037804
2095	234.7975814
2096	234.775259
2097	234.7653014
2098	234.753507
2099	234.7398711
2100	234.7294435
2101	234.7193864
2102	234.7061476
2103	234.6973493
2104	234.686904
2105	234.6749826
2106	234.6675517
2107	234.650744
2108	234.6154842
2109	234.6072111
2110	234.5944489
2111	234.5739308
2112	234.5627454
2113	234.5501892
2114	234.5464573
2115	234.5321382
2116	234.517432
2117	234.5071465
2118	234.5011602
2119	234.4858701
2120	234.4686217
2121	234.4571311
2122	234.4423516
2123	234.4304034
2124	234.4185063
2125	234.4101271
2126	234.4030275
2127	234.388766
2128	234.3809598
2129	234.3671791
2130	234.3573617
2131	234.3406867
2132	234.3305161
2133	234.315178
2134	234.304885
2135	234.3009319
2136	234.2935622
2137	234.283427
2138	234.2639711
2139	234.2471189
2140	234.2387187
2141	234.2304132
2142	234.2211631
2143	234.2087609
2144	234.1975822
2145	234.1907334
2146	234.1779755
2147	234.1658744
2148	234.1546791
2149	234.1411817
2150	234.1304322
2151	234.1237154
2152	234.1137794
2153	234.1038564
2154	234.0903731
2155	234.0770983
2156	234.0651075
2157	234.0562024
2158	234.0485461
2159	234.0410007
2160	234.0327307
2161	234.0308462
2162	234.0281627
2163	234.011629
2164	233.9988476
2165	233.984372
2166	233.9800355
2167	233.9718959
2168	233.9603164
2169	233.9486672
2170	233.9366878
2171	233.9268345
2172	233.9194555
2173	233.9047167
2174	233.8937829
2175	233.8874358
2176	233.8745484
2177	233.8591166
2178	233.8422304
2179	233.8288289
2180	233.8170803
2181	233.8027985
2182	233.7880098
2183	233.7853929
2184	233.7801013
2185	233.7774282
2186	233.7627097
2187	233.7532242
2188	233.7399193
2189	233.7309151
2190	233.7170418
2191	233.7038824
2192	233.6924456
2193	233.6771681
2194	233.6646481
2195	233.6596275
2196	233.6554232
2197	233.6453484
2198	233.6326886
2199	233.6221771
2200	233.6096683
2201	233.6002757
2202	233.588294
2203	233.5601978
2204	233.5374297
2205	233.528285
2206	233.515184
2207	233.5035866
2208	233.4921051
2209	233.485787
2210	233.4761215
2211	233.472826
2212	233.4581502
2213	233.4378578
2214	233.4254893
2215	233.4130925
2216	233.4021777
2217	233.3972647
2218	233.3871833
2219	233.3759035
2220	233.3638508
2221	233.3585283
2222	233.3518396
2223	233.33927
2224	233.3286122
2225	233.3244136
2226	233.3229588
2227	233.3112771
2228	233.3036039
2229	233.2929917
2230	233.279563
2231	233.2673958
2232	233.2556165
2233	233.2477644
2234	233.2412737
2235	233.2222156
2236	233.2139612
2237	233.2047737
2238	233.1943486
2239	233.1803975
2240	233.1712385
2241	233.1601397
2242	233.1507269
2243	233.1381416
2244	233.1266261
2245	233.12041
2246	233.1081175
2247	233.096207
2248	233.0861781
2249	233.0675799
2250	233.0539429
2251	233.0444288
2252	233.0327152
2253	233.0287878
2254	233.0128511
2255	232.9979762
2256	232.9886802
2257	232.9786479
2258	232.9688437
2259	232.951701
2260	232.9199666
2261	232.9089013
2262	232.9042828
2263	232.8920346
2264	232.8831752
2265	232.8692073
2266	232.8613338
2267	232.8494554
2268	232.8381864
2269	232.8217022
2270	232.8111003
2271	232.8011481
2272	232.7941414
2273	232.7854927
2274	232.7796282
2275	232.7736541
2276	232.7646521
2277	232.7558857
2278	232.744951
2279	232.7267441
2280	232.7132798
2281	232.7005873
2282	232.6768823
2283	232.6579537
2284	232.6463888
2285	232.6351673
2286	232.6253799
2287	232.6185455
2288	232.6167531
2289	232.6047288
2290	232.5940423
2291	232.5875077
2292	232.575452
2293	232.5633847
2294	232.5574571
2295	232.5391044
2296	232.5275475
2297	232.5125197
2298	232.5017876
2299	232.4762178
2300	232.4620549
2301	232.4490101
2302	232.444293
2303	232.4333045
2304	232.4210184
2305	232.4101671
2306	232.400466
2307	232.3905884
2308	232.3858588
2309	232.3714662
2310	232.3571641
2311	232.343796
2312	232.3343279
2313	232.3311955
2314	232.3159208
2315	232.3039425
2316	232.292111
2317	232.2888937
2318	232.2847322
2319	232.272264
2320	232.2633832
2321	232.2488119
2322	232.2386497
2323	232.2261592
2324	232.2126597
2325	232.2020561
2326	232.190926
2327	232.1817546
2328	232.1656109
2329	232.1540445
2330	232.1414578
2331	232.1392196
2332	232.1296783
2333	232.1215179
2334	232.1168992
2335	232.1116345
2336	232.1076706
2337	232.0974519
2338	232.0872231
2339	232.0758628
2340	232.0641281
2341	232.0536874
2342	232.0432595
2343	232.0309735
2344	232.0223004
2345	232.0006035
2346	231.9901556
2347	231.9809935
2348	231.9677256
2349	231.9561283
2350	231.9438682
2351	231.9326981
2352	231.9237051
2353	231.9160224
2354	231.9103474
2355	231.9038434
2356	231.8921352
2357	231.8830779
2358	231.855345
2359	231.8445983
2360	231.8417292
2361	231.8239977
2362	231.80298
2363	231.7820356
2364	231.77089
2365	231.7562503
2366	231.7447958
2367	231.7412599
2368	231.7307516
2369	231.7154303
2370	231.7055589
2371	231.695149
2372	231.6837349
2373	231.6754328
2374	231.6658057
2375	231.6610328
2376	231.6478941
2377	231.63495
2378	231.630008
2379	231.6207439
2380	231.6099729
2381	231.5988762
2382	231.5885485
2383	231.5795932
2384	231.5709171
2385	231.5540403
2386	231.5422035
2387	231.5366778
2388	231.519767
2389	231.5080785
2390	231.4953028
2391	231.4865897
2392	231.4748
2393	231.462472
2394	231.4540819
2395	231.4435394
2396	231.4311931
2397	231.4227353
2398	231.4141194
2399	231.4083899
2400	231.3977018
2401	231.3857654
2402	231.3764864
2403	231.3602765
2404	231.3480709
2405	231.3388463
2406	231.3285986
2407	231.3234756
2408	231.311633
2409	231.2999103
2410	231.2897475
2411	231.2811615
2412	231.2692455
2413	231.2573395
2414	231.2459736
2415	231.2391257
2416	231.2207299
2417	231.2124939
2418	231.178736
2419	231.1747462
2420	231.1707164
2421	231.1551762
2422	231.1525773
2423	231.1480861
2424	231.1346428
2425	231.1242733
2426	231.112091
2427	231.1012577
2428	231.0880828
2429	231.0789245
2430	231.0766567
2431	231.0655438
2432	231.054076
2433	231.0456593
2434	231.0348907
2435	231.0235711
2436	231.0117656
2437	231.0031558
2438	230.9937361
2439	230.9840697
2440	230.9727018
2441	230.9637244
2442	230.9596527
2443	230.9554111
2444	230.9463198
2445	230.934178
2446	230.9224985
2447	230.9205078
2448	230.9186699
2449	230.9099089
2450	230.9020911
2451	230.8717994
2452	230.8636248
2453	230.8520387
2454	230.8407708
2455	230.8307063
2456	230.8270779
2457	230.8099356
2458	230.8047247
2459	230.7965211
2460	230.7862889
2461	230.7758621
2462	230.7667092
2463	230.7566606
2464	230.748665
2465	230.7375695
2466	230.7274761
2467	230.7177212
2468	230.7118697
2469	230.7040034
2470	230.6821663
2471	230.6715768
2472	230.65789
2473	230.6472873
2474	230.6374863
2475	230.6277404
2476	230.6198878
2477	230.6089929
2478	230.5982998
2479	230.5833771
2480	230.5752949
2481	230.5642853
2482	230.552352
2483	230.5350078
2484	230.5278535
2485	230.517336
2486	230.5062135
2487	230.4938635
2488	230.4871241
2489	230.4754197
2490	230.4705235
2491	230.4660581
2492	230.4638887
2493	230.4535024
2494	230.4429797
2495	230.4352628
2496	230.4280709
2497	230.4206864
2498	230.4118215
2499	230.3927926
2500	230.3803
2501	230.3652281
2502	230.3639854
2503	230.3528206
2504	230.3360585
2505	230.3325336
2506	230.3233923
2507	230.3137942
2508	230.296171
2509	230.2863996
2510	230.2747916
2511	230.268888
2512	230.2519209
2513	230.2407594
2514	230.2329709
2515	230.2228181
2516	230.2125009
2517	230.192638
2518	230.1837113
2519	230.171246
2520	230.1615468
2521	230.150339
2522	230.1309476
2523	230.1196858
2524	230.1158708
2525	230.1036908
2526	230.094356
2527	230.0924629
2528	230.0807187
2529	230.0708066
2530	230.0613248
2531	230.05804
2532	230.0489767
2533	230.0357032
2534	230.0260217
2535	230.0161102
2536	229.997345
2537	229.9864856
2538	229.9741094
2539	229.970149
2540	229.9596446
2541	229.950819
2542	229.9429255
2543	229.9410345
2544	229.9296749
2545	229.9167092
2546	229.8752067
2547	229.8604496
2548	229.8508794
2549	229.841989
2550	229.8341371
2551	229.825179
2552	229.8124607
2553	229.7775906
2554	229.7677471
2555	229.758925
2556	229.7481697
2557	229.741086
2558	229.7293785
2559	229.7184575
2560	229.7085954
2561	229.6984841
2562	229.6947176
2563	229.6890879
2564	229.6788333
2565	229.6664376
2566	229.6555882
2567	229.6438598
2568	229.6422298
2569	229.6329994
2570	229.6216392
2571	229.6110382
2572	229.6014432
2573	229.589953
2574	229.5797848
2575	229.5729239
2576	229.5710855
2577	229.5580064
2578	229.5470965
2579	229.5236993
2580	229.5115994
2581	229.5008778
2582	229.495348
2583	229.4859528
2584	229.4666581
2585	229.4498614
2586	229.4375976
2587	229.4266337
2588	229.4171839
2589	229.4117272
2590	229.4036079
2591	229.3927568
2592	229.3817338
2593	229.3674461
2594	229.3522454
2595	229.3413348
2596	229.3267662
2597	229.3186496
2598	229.3082375
2599	229.3013163
2600	229.2916546
2601	229.2838166
2602	229.274016
2603	229.2629527
2604	229.2552736
2605	229.2509304
2606	229.2407858
2607	229.2289502
2608	229.2165954
2609	229.2077297
2610	229.1962422
2611	229.1842162
2612	229.1764848
2613	229.149391
2614	229.1433363
2615	229.1347585
2616	229.1233933
2617	229.1158208
2618	229.1067066
2619	229.0959563
2620	229.0793631
2621	229.0614944
2622	229.049726
2623	229.046066
2624	229.0372675
2625	229.0298384
2626	229.0207552
2627	229.0172723
2628	229.0117538
2629	229.0060497
2630	228.9837453
2631	228.9728744
2632	228.9641276
2633	228.9543259
2634	228.9472129
2635	228.9308602
2636	228.9231996
2637	228.9138848
2638	228.9049064
2639	228.8942674
2640	228.8849486
2641	228.8826106
2642	228.8733133
2643	228.8635673
2644	228.8594442
2645	228.8473425
2646	228.8459994
2647	228.8379707
2648	228.8303654
2649	228.8176486
2650	228.8108266
2651	228.8016007
2652	228.7876029
2653	228.7803833
2654	228.7623067
2655	228.7523145
2656	228.7414832
2657	228.7375389
2658	228.7272784
2659	228.7168538
2660	228.7087633
2661	228.7041334
2662	228.6915271
2663	228.6790947
2664	228.6700799
2665	228.6599446
2666	228.6508983
2667	228.6440209
2668	228.6146154
2669	228.6035537
2670	228.6005157
2671	228.5903469
2672	228.5887126
2673	228.5752451
2674	228.5653734
2675	228.5548303
2676	228.5474295
2677	228.5383898
2678	228.5285645
2679	228.510453
2680	228.5017715
2681	228.4987556
2682	228.4876956
2683	228.4770637
2684	228.4735953
2685	228.465727
2686	228.4559654
2687	228.4521109
2688	228.4503372
2689	228.4211849
2690	228.419377
2691	228.4118377
2692	228.3955231
2693	228.3853439
2694	228.3761532
2695	228.3645965
2696	228.34658
2697	228.3450608
2698	228.3356992
2699	228.3255631
2700	228.3147791
2701	228.3035187
2702	228.2939832
2703	228.2717066
2704	228.2649453
2705	228.2549137
2706	228.2398303
2707	228.2308187
2708	228.2231363
2709	228.2103641
2710	228.2000906
2711	228.1932673
2712	228.1916387
2713	228.1843066
2714	228.1800376
2715	228.1711457
2716	228.1613225
2717	228.1533362
2718	228.1465063
2719	228.1374489
2720	228.1286843
2721	228.1270054
2722	228.1162673
2723	228.1027454
2724	228.0866888
2725	228.0765197
2726	228.0669637
2727	228.0508206
2728	228.0438325
2729	228.0305813
2730	228.0280484
2731	228.0154504
2732	228.0051998
2733	228.0010262
2734	227.9938032
2735	227.9913224
2736	227.9848949
2737	227.9772309
2738	227.9693375
2739	227.9606856
2740	227.9538725
2741	227.9366908
2742	227.9333143
2743	227.930873
2744	227.9245423
2745	227.9132028
2746	227.9001609
2747	227.8843565
2748	227.8768049
2749	227.8649431
2750	227.848567
2751	227.8407365
2752	227.8288814
2753	227.8166967
2754	227.8073262
2755	227.7959951
2756	227.7846076
2757	227.7728397
2758	227.7623501
2759	227.7504614
2760	227.7419191
2761	227.7341744
2762	227.7249637
2763	227.7160185
2764	227.7068725
2765	227.6982464
2766	227.6897099
2767	227.6762602
2768	227.6641334
2769	227.6591297
2770	227.6493664
2771	227.632683
2772	227.6273603
2773	227.6127104
2774	227.6034494
2775	227.5944174
2776	227.5847713
2777	227.5713093
2778	227.5680623
2779	227.566396
2780	227.5570491
2781	227.5530153
2782	227.5493943
2783	227.5371996
2784	227.5251691
2785	227.5157078
2786	227.5065723
2787	227.477479
2788	227.4674547
2789	227.4547189
2790	227.4421694
2791	227.4313015
2792	227.4227249
2793	227.4093593
2794	227.3982319
2795	227.3910452
2796	227.3816505
2797	227.3721196
2798	227.3555256
2799	227.3424672
2800	227.338741
2801	227.3317756
2802	227.3199194
2803	227.310287
2804	227.2992077
2805	227.2869846
2806	227.2770056
2807	227.2697368
2808	227.2626105
2809	227.2567721
2810	227.2496172
2811	227.2445552
2812	227.2350966
2813	227.2275569
2814	227.2193991
2815	227.210127
2816	227.2018689
2817	227.188216
2818	227.1866149
2819	227.1799292
2820	227.1776591
2821	227.169947
2822	227.1625029
2823	227.158136
2824	227.1499558
2825	227.1410335
2826	227.1343257
2827	227.1312247
2828	227.1229388
2829	227.1079753
2830	227.0997175
2831	227.0907753
2832	227.0831204
2833	227.0729947
2834	227.0641937
2835	227.0620894
2836	227.050143
2837	227.0392013
2838	227.0364233
2839	227.026089
2840	227.0097817
2841	226.9962435
2842	226.9869741
2843	226.9806853
2844	226.9735828
2845	226.9660495
2846	226.9546646
2847	226.9412482
2848	226.9387079
2849	226.9260593
2850	226.921235
2851	226.9142925
2852	226.8990849
2853	226.8908579
2854	226.8814289
2855	226.8699411
2856	226.8609539
2857	226.8584774
2858	226.8480852
2859	226.8380889
2860	226.8235161
2861	226.8205175
2862	226.814037
2863	226.8028214
2864	226.7857364
2865	226.7768719
2866	226.7688519
2867	226.754809
2868	226.7439618
2869	226.7407625
2870	226.7231231
2871	226.720127
2872	226.7133801
2873	226.7104358
2874	226.7023367
2875	226.6960372
2876	226.6881687
2877	226.6801959
2878	226.6792197
2879	226.6688228
2880	226.6602
2881	226.6519927
2882	226.6352451
2883	226.623394
2884	226.614365
2885	226.6031417
2886	226.5889365
2887	226.5591599
2888	226.5528873
2889	226.5362812
2890	226.5248057
2891	226.5137227
2892	226.5049231
2893	226.498376
2894	226.4875635
2895	226.4795936
2896	226.4772879
2897	226.4680948
2898	226.4572081
2899	226.4464416
2900	226.439643
2901	226.4326247
2902	226.4163473
2903	226.4023819
2904	226.3993166
2905	226.3884402
2906	226.3810449
2907	226.3714922
2908	226.3611663
2909	226.3432843
2910	226.3360622
2911	226.3327083
2912	226.3230191
2913	226.3125261
2914	226.2959292
2915	226.2858918
2916	226.2772003
2917	226.2689461
2918	226.2634055
2919	226.2531882
2920	226.2394498
2921	226.2325344
2922	226.221282
2923	226.2139914
2924	226.204844
2925	226.1955787
2926	226.1855381
2927	226.1811213
2928	226.1796266
2929	226.1706321
2930	226.1605908
2931	226.1518534
2932	226.1372366
2933	226.1299696
2934	226.1192174
2935	226.1098764
2936	226.0957422
2937	226.0864155
2938	226.0745601
2939	226.0651479
2940	226.0578425
2941	226.0494412
2942	226.033152
2943	226.0179943
2944	226.0086188
2945	225.9954071
2946	225.9932877
2947	225.9898138
2948	225.9749418
2949	225.9633342
2950	225.9445511
2951	225.9333657
2952	225.9262784
2953	225.9221161
2954	225.9122987
2955	225.9036231
2956	225.8966152
2957	225.8865202
2958	225.8743847
2959	225.8669356
2960	225.8503416
2961	225.8322592
2962	225.8204899
2963	225.8094016
2964	225.7988618
2965	225.7867177
2966	225.776775
2967	225.7684926
2968	225.757743
2969	225.7457204
2970	225.73509
2971	225.7256561
2972	225.7155528
2973	225.7071
2974	225.6954504
2975	225.6871819
2976	225.676524
2977	225.6697334
2978	225.6594964
2979	225.6482188
2980	225.6299389
2981	225.6219115
2982	225.6116326
2983	225.607247
2984	225.5925589
2985	225.5848018
2986	225.5789311
2987	225.5709699
2988	225.5579053
2989	225.5484284
2990	225.5353015
2991	225.5322184
2992	225.520312
2993	225.5088567
2994	225.499736
2995	225.4887607
2996	225.4805283
2997	225.4704493
2998	225.4597436
2999	225.4536455
3000	225.4447591
3001	225.442907
3002	225.4411649
3003	225.4334253
3004	225.4252744
3005	225.4141416
3006	225.4127728
3007	225.4016209
3008	225.3916348
3009	225.3817102
3010	225.3646082
3011	225.3535382
3012	225.3510266
3013	225.3472312
3014	225.3371592
3015	225.3296966
3016	225.3203727
3017	225.3131176
3018	225.3030679
3019	225.3015189
3020	225.299741
3021	225.2899745
3022	225.283963
3023	225.2685444
3024	225.2505793
3025	225.2443036
3026	225.2419878
3027	225.2339936
3028	225.2188999
3029	225.2153912
3030	225.209464
3031	225.2036248
3032	225.1862057
3033	225.1768749
3034	225.1746475
3035	225.1617226
3036	225.1507278
3037	225.1387547
3038	225.1314777
3039	225.1234945
3040	225.1136797
3041	225.1072683
3042	225.0827129
3043	225.0754142
3044	225.0739246
3045	225.0648775
3046	225.0516732
3047	225.0435966
3048	225.0337601
3049	225.0199441
3050	225.0113939
3051	224.9963847
3052	224.9820884
3053	224.9645666
3054	224.9505609
3055	224.9409143
3056	224.9337537
3057	224.9266596
3058	224.9170744
3059	224.88168
3060	224.8667023
3061	224.8550781
3062	224.842194
3063	224.8281399
3064	224.8208879
3065	224.818359
3066	224.8079775
3067	224.798891
3068	224.7889682
3069	224.7792004
3070	224.7654546
3071	224.7574463
3072	224.7412664
3073	224.7315557
3074	224.7245148
3075	224.7171177
3076	224.7102587
3077	224.6937167
3078	224.67753
3079	224.6693226
3080	224.659162
3081	224.6559789
3082	224.649223
3083	224.6367357
3084	224.6262518
3085	224.6150633
3086	224.6026808
3087	224.5992479
3088	224.5893543
3089	224.5857445
3090	224.5773083
3091	224.5579388
3092	224.5421924
3093	224.5415375
3094	224.5322959
3095	224.5245799
3096	224.5133337
3097	224.5028776
3098	224.4952425
3099	224.4851416
3100	224.4503913
3101	224.436544
3102	224.4199478
3103	224.4105235
3104	224.4021486
3105	224.3917823
3106	224.3779621
3107	224.370703
3108	224.3619338
3109	224.3594899
3110	224.345306
3111	224.3407044
3112	224.3378597
3113	224.3277473
3114	224.3040903
3115	224.2931305
3116	224.2862234
3117	224.2776401
3118	224.2746006
3119	224.2655446
3120	224.2548966
3121	224.2456441
3122	224.2345853
3123	224.208664
3124	224.199299
3125	224.1919397
3126	224.1838112
3127	224.1721488
3128	224.1628033
3129	224.1543144
3130	224.1470466
3131	224.1283643
3132	224.1199391
3133	224.1089701
3134	224.0998865
3135	224.0831156
3136	224.0717637
3137	224.0614232
3138	224.0462774
3139	224.0391228
3140	224.0297621
3141	224.0265349
3142	224.0160858
3143	224.0154863
3144	224.005877
3145	223.9970374
3146	223.9889411
3147	223.9561823
3148	223.9493148
3149	223.9404555
3150	223.9050907
3151	223.8967749
3152	223.8863288
3153	223.8812005
3154	223.8731517
3155	223.8632234
3156	223.8529667
3157	223.8435857
3158	223.8336383
3159	223.8280728
3160	223.8120601
3161	223.8094808
3162	223.8020689
3163	223.7943167
3164	223.7828587
3165	223.7723843
3166	223.7623489
3167	223.7494806
3168	223.7471923
3169	223.7352803
3170	223.7259154
3171	223.7033464
3172	223.6966706
3173	223.6891098
3174	223.6793445
3175	223.6735389
3176	223.6606736
3177	223.6511485
3178	223.6429991
3179	223.6348566
3180	223.6290755
3181	223.6207343
3182	223.6123363
3183	223.6053041
3184	223.5987764
3185	223.5894582
3186	223.5751956
3187	223.5739827
3188	223.5661279
3189	223.5577189
3190	223.5485746
3191	223.5368586
3192	223.5264506
3193	223.5226357
3194	223.5138484
3195	223.505255
3196	223.482413
3197	223.4806043
3198	223.4716268
3199	223.4629477
3200	223.4523059
3201	223.4441021
3202	223.4359418
3203	223.4264725
3204	223.4193265
3205	223.4103878
3206	223.4036092
3207	223.4022946
3208	223.3956586
3209	223.3855999
3210	223.3781527
3211	223.3652802
3212	223.3583102
3213	223.3502072
3214	223.3402007
3215	223.3331604
3216	223.3245062
3217	223.3169485
3218	223.3029397
3219	223.3001857
3220	223.2888492
3221	223.2801908
3222	223.2716178
3223	223.2675758
3224	223.251354
3225	223.2421961
3226	223.2334146
3227	223.2251258
3228	223.2043824
3229	223.1964716
3230	223.1743895
3231	223.1655148
3232	223.1538457
3233	223.1469847
3234	223.1377797
3235	223.1251319
3236	223.1153337
3237	223.1075966
3238	223.0996101
3239	223.0939347
3240	223.085769
3241	223.07924
3242	223.0689714
3243	223.0669351
3244	223.0529379
3245	223.0461714
3246	223.0338472
3247	223.0256606
3248	223.0166711
3249	222.9953161
3250	222.9815617
3251	222.9691161
3252	222.9621595
3253	222.9561252
